user_id,product_id,rating
13,72,4.4
13,111,4.5
13,400,4.5
13,170,4.3
13,198,4.2
13,848,4.2
13,843,4.3
13,910,4.4
13,158,4.3
13,767,4.5
14,904,4.5
14,114,4.3
14,870,4.5
14,627,3.4
14,726,4.5
14,310,4.3
14,306,4.2
14,512,4.4
14,299,4.1
14,223,4.4
14,142,4.3
14,612,4.2
14,152,4.5
14,757,4.5
14,975,4.2
14,743,4.4
14,979,3.4
14,590,4.2
15,562,4.5
15,411,4.1
15,928,4.5
15,737,4.2
15,469,4.4
15,882,4.2
15,335,4.5
15,263,4.4
15,604,4.2
15,478,4.3
15,157,3.9
15,181,4.4
15,392,4.4
16,286,4.3
16,908,4.5
16,236,4.5
16,300,4
16,452,4.4
16,889,4.5
16,836,4.4
16,591,4.2
16,418,4.4
16,36,4.5
16,796,4.4
16,856,4.3
16,121,4.5
16,45,4.4
16,279,4.3
16,520,4.3
16,67,4.3
16,437,4
16,254,4.5
16,60,4.4
16,57,4.4
16,703,4.4
16,181,4.4
16,230,4.3
16,532,4.3
16,482,4.4
16,267,4.5
17,741,4.2
17,811,4.5
17,415,4.2
17,746,4.2
17,751,5
17,141,4.2
17,160,4.3
17,308,3.9
17,735,4.5
17,812,4.1
17,262,4.5
17,910,4.4
17,448,4.5
17,78,4.2
17,307,4.2
17,332,4.4
17,474,4.5
17,859,4.8
17,564,4.2
17,517,4
17,835,4.5
17,62,4.2
17,422,4.4
17,143,4.3
17,889,4.5
17,718,4.3
17,434,4.5
17,265,4.4
17,111,4.5
18,388,4.2
18,855,4.2
18,604,4.2
18,771,4.3
18,944,4.3
18,188,4.3
18,124,4.5
18,397,4.3
18,665,4.3
18,911,4.4
18,918,4.5
18,702,4.5
18,797,4.5
18,535,4.3
18,196,4
18,825,4.3
18,749,4.5
18,860,4.4
18,143,4.3
18,461,4.4
18,608,4.4
18,128,4.5
18,783,4.1
18,434,4.5
18,691,4.4
18,917,4.4
19,571,4
19,343,4.3
19,251,4.5
19,408,4
19,149,4.3
19,838,4.3
19,937,4.4
19,712,4.2
19,904,4.5
19,607,4.2
19,633,3.9
19,622,4.4
19,834,4.5
19,707,4.5
19,351,4.3
19,110,4.5
19,403,4.4
19,858,4.2
19,367,4.3
19,944,4.3
19,235,4.5
19,222,4.5
20,619,4.5
20,971,4.4
20,754,4.1
20,685,4.5
20,189,4.3
20,122,4.4
20,692,4.1
20,376,4.4
20,998,3.8
20,364,4.3
20,302,4.3
20,674,4.2
20,496,4.2
20,822,4
21,741,4.2
21,388,4.2
21,35,4.6
21,665,4.3
21,60,4.4
21,6,4.4
21,484,4.4
21,920,4.6
21,973,4.2
21,66,4.5
21,555,4.4
21,670,4.4
21,94,4.4
21,961,4.4
21,531,4.1
21,148,4.4
21,25,4.5
21,400,4.5
21,61,4.2
21,62,4.2
21,921,4.4
21,24,4.3
21,679,4.3
21,439,4.4
21,476,3.8
21,284,4.4
22,722,4.3
22,781,4.4
22,996,4.3
22,341,4.3
22,769,4
22,688,4.3
22,604,4.2
22,449,3.9
22,627,3.4
22,424,4.2
22,523,4.3
22,708,4.5
23,219,4.2
23,893,3.9
23,264,4.2
23,327,4.3
23,657,4.4
23,266,4.4
23,551,4.5
23,884,4.3
23,771,4.3
23,549,4.1
23,10,4.4
23,796,4.4
23,338,4.3
23,358,4.3
23,565,4.3
23,490,3.9
23,549,4.1
23,497,4.3
23,926,3.5
23,233,4.6
23,271,4.4
23,989,4
23,4,4.2
23,533,4.1
23,667,4.2
23,780,4.5
23,563,4.2
23,762,4.5
23,761,4.4
23,751,5
23,12,4.4
23,115,4.5
23,354,4.4
23,562,4.5
24,56,4.4
24,473,4.5
24,961,4.4
24,488,4.3
24,612,4.2
24,260,4.5
24,473,4.5
24,411,4.1
24,286,4.3
24,930,4.2
24,845,4.4
24,459,4.1
24,1001,3.5
24,191,4.2
24,145,4.2
24,326,4.2
24,641,4.1
24,474,4.5
24,355,4.1
24,11,4.5
24,762,4.5
24,99,4.3
24,89,4.1
24,703,4.4
25,186,1
25,892,3.8
25,500,4.2
25,412,4.1
25,835,4.5
25,427,4.3
25,936,4.1
25,948,3.4
25,262,4.5
25,15,4.5
25,611,4.5
25,842,4.4
25,138,3.9
25,264,4.2
25,610,4.5
25,988,4.2
25,374,4.4
25,677,4.1
25,518,4
25,691,4.4
25,939,4.4
25,700,4.2
25,407,4.1
25,582,4.2
25,354,4.4
26,943,4.1
26,178,4.3
26,435,4.5
26,704,4.5
26,111,4.5
26,348,4.1
26,971,4.4
26,998,3.8
26,774,4.4
26,95,4.3
26,410,4.3
26,206,4.2
26,435,4.5
26,991,4.2
26,419,4.3
26,954,4.3
26,793,4.4
26,910,4.4
26,730,4.2
26,344,4.2
27,930,4.2
27,317,4.3
27,546,4.3
27,436,4.3
27,151,4.4
27,831,4.4
27,675,4.4
27,217,4.4
27,624,4.5
27,117,4.5
27,658,4.2
27,798,4.3
27,491,4.2
27,14,4.4
27,395,4.4
27,310,4.3
27,485,4.4
27,520,4.3
27,123,4.1
27,660,4.4
27,267,4.5
27,333,4.5
28,430,4.5
28,69,4.3
28,514,4.5
28,530,4.4
28,909,4.5
28,946,4
28,340,4.5
28,948,3.4
28,519,3.4
28,975,4.2
28,519,3.4
28,6,4.4
28,291,4.5
28,811,4.5
28,710,4.4
28,184,3.9
28,575,3.8
29,763,4.4
29,105,4.4
29,377,4.4
29,989,4
29,308,3.9
29,397,4.3
29,867,4.3
29,859,4.8
29,853,4
29,71,4.1
29,922,4.2
29,40,4.3
29,421,4
29,935,4.6
29,245,4.5
29,350,4.4
29,791,4.4
29,31,4.1
29,722,4.3
29,995,4.3
29,27,4.4
29,868,4.2
29,262,4.5
29,705,4.4
29,18,4.4
29,321,4.4
29,775,4.4
30,820,4.4
30,381,4.2
30,355,4.1
30,523,4.3
30,276,4.3
30,430,4.5
30,368,4.3
30,848,4.2
30,243,4.5
30,323,4.4
30,178,4.3
30,318,4.2
30,1003,4.1
30,548,4
30,981,3.5
30,399,4.4
30,794,4.3
30,413,4.2
30,848,4.2
30,497,4.3
30,959,4.2
30,615,4.4
30,253,4.5
30,770,4.2
30,868,4.2
30,53,4.3
30,388,4.2
30,914,4.4
30,637,4.3
31,489,4.3
31,15,4.5
31,830,4.3
31,417,4.2
31,502,4.1
31,154,4.5
31,977,4.2
31,908,4.5
31,848,4.2
31,542,4.3
31,923,5
31,279,4.3
31,845,4.4
31,980,4.2
31,905,4.4
31,79,4.5
32,998,3.8
32,84,4.6
32,282,4.5
32,869,4.3
32,653,4.2
32,47,4.4
32,417,4.2
32,602,4.2
32,642,4.6
32,117,4.5
32,394,4.1
32,730,4.2
32,1,4.4
32,292,4.3
32,870,4.5
32,696,4.4
32,619,4.5
32,549,4.1
32,359,4.3
32,858,4.2
33,835,4.5
33,649,3.9
33,163,4.3
33,834,4.5
33,802,4.4
33,919,4.3
33,283,4.4
33,967,4.3
33,9,4.4
33,620,4.4
33,47,4.4
33,991,4.2
33,819,4.3
33,68,4.5
33,24,4.3
33,928,4.5
33,511,4.3
33,118,4.5
33,346,4.3
33,414,4.3
33,590,4.2
33,655,4.2
33,299,4.1
33,537,3.9
34,95,4.3
34,196,4
34,582,4.2
34,973,4.2
34,478,4.3
34,375,4.4
34,807,4.5
34,594,4.4
34,945,3.7
34,824,4.2
34,898,4.4
34,436,4.3
34,136,4.4
34,43,4.3
34,919,4.3
34,662,4.5
34,28,5
35,7,3.8
35,117,4.5
35,736,4.4
35,643,4.4
35,732,4.4
35,466,4.1
35,244,4.4
35,919,4.3
35,66,4.5
35,818,4.2
35,494,4.4
35,636,4.6
35,664,4.1
35,183,4.2
35,44,4.4
35,202,4.4
35,472,4.2
35,982,4.3
35,39,4.5
35,29,4.3
35,797,4.5
35,233,4.6
35,397,4.3
35,110,4.5
35,341,4.3
35,541,4.1
36,588,4.2
36,429,4
36,9,4.4
36,889,4.5
36,372,4
36,278,4.2
36,506,3.9
36,559,4.6
36,558,3.9
36,155,4.2
36,570,4.3
36,581,4.5
36,561,4.4
36,533,4.1
36,425,4.1
36,333,4.5
36,456,3.1
36,227,4.4
36,870,4.5
36,71,4.1
36,722,4.3
36,334,3.9
36,691,4.4
37,457,4.4
37,643,4.4
37,437,4
37,33,4.2
37,916,4.3
37,780,4.5
37,416,4.3
37,482,4.4
37,375,4.4
37,568,4.4
37,720,4.4
37,1,4.4
37,67,4.3
37,706,4.1
37,451,4.5
37,110,4.5
37,128,4.5
37,150,4.2
37,737,4.2
37,409,4.2
37,152,4.5
38,877,4.4
38,932,4
38,28,5
38,308,3.9
38,662,4.5
38,50,4.4
38,400,4.5
38,918,4.5
38,277,4.3
38,436,4.3
38,332,4.4
38,480,4.2
38,453,4.4
38,829,4.1
38,345,4.3
39,665,4.3
39,580,4.2
39,642,4.6
39,313,4.4
39,414,4.3
39,942,4.4
39,33,4.2
39,775,4.4
39,158,4.3
39,121,4.5
39,197,4.5
39,879,4.5
39,1001,3.5
39,809,3.7
39,766,3.9
39,225,4.5
39,157,3.9
39,877,4.4
39,634,4.5
39,384,4.1
39,776,4.4
39,479,4.5
40,443,4.4
40,445,4.4
40,923,5
40,791,4.4
40,829,4.1
40,110,4.5
40,547,4.3
40,238,4.2
40,135,4.3
40,525,4.2
40,160,4.3
40,496,4.2
40,553,4
40,378,4.1
40,946,4
40,152,4.5
41,688,4.3
41,966,3.4
41,588,4.2
41,548,4
41,740,4.5
41,13,4.3
41,383,4.5
41,616,4.4
41,537,3.9
41,693,4.3
41,478,4.3
41,28,5
41,832,4.2
41,419,4.3
41,897,4.4
41,751,5
41,667,4.2
41,696,4.4
41,714,4.5
41,620,4.4
41,736,4.4
41,411,4.1
41,990,3.9
42,888,4.3
42,358,4.3
42,996,4.3
42,174,4.3
42,494,4.4
42,321,4.4
42,569,4.3
42,648,4.3
42,471,3.9
42,830,4.3
42,477,3.9
42,922,4.2
42,340,4.5
42,536,3.7
42,449,3.9
42,373,4.3
42,564,4.2
42,873,4
42,798,4.3
42,572,4.1
42,430,4.5
42,557,4.2
42,272,4.3
42,405,4.5
42,318,4.2
42,705,4.4
42,622,4.4
42,483,4.3
42,48,4.5
42,471,3.9
43,9,4.4
43,394,4.1
43,801,4.4
43,565,4.3
43,41,4.5
43,880,4.4
43,191,4.2
43,729,3.8
43,240,4.5
43,720,4.4
43,483,4.3
43,981,3.5
43,682,4.4
43,664,4.1
43,826,4
43,353,4.5
43,778,4.4
43,98,4.2
43,582,4.2
43,72,4.4
43,650,4.4
43,359,4.3
43,133,4.3
43,943,4.1
43,721,4.3
44,736,4.4
44,714,4.5
44,649,3.9
44,451,4.5
44,126,4.3
44,142,4.3
44,655,4.2
44,340,4.5
44,776,4.4
44,890,4.1
44,571,4
44,878,4.5
44,400,4.5
44,89,4.1
44,746,4.2
44,574,4.3
44,239,4.2
44,123,4.1
44,679,4.3
44,477,3.9
44,752,4.5
44,221,4.1
44,645,4.2
45,904,4.5
45,279,4.3
45,66,4.5
45,810,4.4
45,559,4.6
45,879,4.5
45,233,4.6
45,725,3.8
45,834,4.5
45,655,4.2
45,647,4.1
45,551,4.5
45,835,4.5
45,388,4.2
45,128,4.5
45,881,3.8
45,371,4.2
45,441,4.2
45,124,4.5
45,431,4.3
45,948,3.4
45,421,4
45,125,4.5
45,165,4.2
45,390,4.4
45,818,4.2
45,341,4.3
45,329,4.3
45,521,4.3
45,28,5
